,DEPTH_M,DIAMETER_MM,LENGTH_M,JOB_COST,JOB_TYPE_Replace,MATERIAL_CI,MATERIAL_ST
2455,3.98,250,10.69,27630.784460000003,1,1,0
2456,3.65,200,20.95,26969.28818,1,0,0
2457,2.46,315,42.94,32297.37359,1,0,0
2458,3.62,200,20.27,24090.20791,1,0,1
2459,2.9,90,29.09,8336.416626999999,1,0,1
2460,3.41,63,21.42,7387.502224,1,0,0
2461,1.81,90,30.04,5474.702077,1,0,0
2462,1.44,250,39.8,15596.736,1,0,0
2463,3.15,90,34.74,11288.29168,1,0,1
2464,1.49,200,44.19,16285.228519999999,1,0,0
2465,2.42,90,11.32,5266.65717,1,0,0
2466,3.53,90,31.39,11790.89776,1,0,0
2467,1.88,63,21.46,3871.8199689999997,1,0,1
2468,2.95,200,20.16,17785.12531,1,0,0
2469,3.28,63,10.49,4383.4453920000005,1,0,0
2470,1.12,200,23.55,8671.235351000001,1,1,0
2471,2.38,63,10.49,3414.753917,1,0,0
2472,2.43,125,13.67,9153.894464,1,0,1
2473,2.39,90,35.15,8387.895626000001,1,1,0
2474,4.85,315,13.82,41838.03997,1,0,0
2475,2.63,200,18.54,16553.64331,1,0,0
2476,2.21,450,39.29,41703.465280000004,1,1,0
2477,1.89,200,14.15,9326.72915,1,0,1
2478,1.97,63,30.05,4183.918529,1,0,0
2479,1.69,90,38.46,6892.775511,1,0,0
2480,3.48,200,16.34,20074.158190000002,1,0,1
2481,2.82,90,31.92,10849.056129999999,1,0,0
2482,1.79,90,13.47,4500.320218,1,0,0
2483,1.53,63,16.29,2887.999007,1,0,0
2484,3.21,50,44.31,7689.710534000001,1,1,0
2485,2.75,63,21.08,6327.8909810000005,1,0,0
2486,2.06,125,33.96,10231.67126,1,0,0
2487,2.73,250,42.43,33471.26775,1,0,0
2488,2.91,50,28.83,5192.7721520000005,1,0,0
2489,3.28,200,12.75,19372.24256,1,0,0
2490,2.25,200,31.59,18322.08046,1,1,0
2491,1.95,90,17.79,5161.1934280000005,1,0,0
2492,3.05,125,25.56,12990.50929,1,1,0
2493,3.28,125,11.72,9603.305117,1,0,0
2494,1.64,63,36.56,4218.431573,1,0,1
2495,2.32,63,16.11,4525.794749000001,1,0,0
2496,2.44,63,28.75,6131.58122,1,0,0
2497,2.17,315,20.19,19868.537519999998,1,0,1
2498,1.2,90,38.57,5008.889704,1,0,1
2499,3.57,200,23.14,26247.47844,1,0,0
2500,2.23,90,18.63,6499.207485,1,1,0
2501,1.58,63,33.13,3761.1979909999995,1,0,0
2502,2.88,90,41.82,12825.38878,1,0,1
2503,2.48,50,21.11,4045.088364,1,0,0
2504,3.09,50,21.87,5156.399102,1,1,0
2505,1.61,450,24.55,25788.26965,1,0,0
2506,2.48,90,29.67,8330.829913,1,0,1
2507,1.88,450,23.94,29691.269589999996,1,0,0
2508,2.59,90,21.1,7696.4944780000005,1,0,1
2509,2.37,63,15.24,4092.989565,1,1,0
2510,2.32,200,25.32,18330.786669999998,1,0,0
2511,1.82,90,35.74,7600.162764,1,0,1
2512,3.72,250,29.83,40455.90165,1,0,1
2513,1.68,90,39.36,6720.296670999999,1,0,0
2514,1.82,200,8.73,8481.32845,1,0,0
2515,3.14,63,42.0,8557.595337,1,1,0
2516,3.31,200,13.66,18090.76644,1,0,1
2517,2.35,200,19.88,14342.89859,1,0,0
2518,1.18,90,26.31,5026.228935,1,0,1
2519,2.67,90,24.43,6737.654457,1,1,0
2520,1.96,50,47.28,4057.189262,1,0,0
2521,2.78,90,32.17,9774.813344,1,0,0
2522,2.47,90,35.41,9515.634490999999,1,0,0
2523,3.17,125,30.28,17524.7938,1,0,0
2524,3.91,50,16.11,5404.019557,1,0,0
2525,1.69,200,24.03,12468.18448,1,0,0
2526,3.43,50,23.82,6520.76974,1,0,0
2527,2.47,90,23.86,7561.030504,1,0,1
2528,3.77,200,19.36,26946.466460000003,1,0,1
2529,1.32,250,42.05,14814.81738,1,0,0
2530,1.83,90,20.11,6536.754551,1,1,0
2531,3.8,63,31.06,10211.3042,1,0,1
2532,2.09,315,19.68,19114.36322,1,0,1
2533,1.56,90,22.08,4380.846258,1,0,0
2534,1.99,125,30.96,10817.295320000001,1,0,0
2535,2.45,63,25.57,5146.420233,1,0,1
2536,1.41,63,37.75,3510.7057270000005,1,0,0
2537,3.04,63,32.9,8790.410001999999,1,1,0
2538,3.61,200,23.73,20933.7891,1,0,0
2539,2.89,125,35.96,17041.0776,1,0,0
2540,2.98,90,27.54,9438.466785999999,1,1,0
2541,1.44,90,33.2,5617.447667,1,1,0
2542,4.29,63,30.76,9803.30412,1,1,0
2543,4.01,90,40.57,15671.65196,1,0,0
2544,2.1,450,29.76,33885.948280000004,1,1,0
2545,3.77,200,32.17,31199.52837,1,0,0
2546,3.4,63,20.48,8014.175743000001,1,1,0
2547,3.08,200,11.66,17715.99094,1,0,0
2548,2.41,50,15.25,3214.022575,1,0,1
2549,1.7,125,23.04,6516.16236,1,0,1
2550,2.61,90,31.99,11256.09617,1,1,0
2551,4.35,63,19.89,8818.105325,1,0,0
2552,2.78,63,38.36,7138.722602,1,0,0
2553,4.09,90,30.93,16429.75121,1,1,0
2554,3.32,125,32.56,16416.47605,1,0,0
2555,4.1,63,39.45,8960.681015,1,0,1
2556,2.41,90,17.64,5897.433339,1,0,0
2557,2.89,63,24.4,6114.339353,1,0,1
2558,1.86,50,16.6,2713.2666710000003,1,0,1
2559,3.62,200,41.82,31106.24348,1,1,0
2560,2.47,200,29.29,19028.51765,1,0,1
2561,2.92,250,15.44,20273.40229,1,1,0
2562,2.68,250,11.9,18764.448480000003,1,1,0
2563,3.93,200,31.94,29798.74958,1,0,1
2564,2.68,125,17.7,10210.036,1,0,0
2565,2.85,250,29.68,28360.06789,1,1,0
2566,1.48,125,15.28,5211.482199,1,0,0
2567,2.99,200,25.72,17368.51568,1,0,0
2568,1.38,63,20.04,3205.874973,1,0,1
2569,3.19,315,23.26,33206.55912,1,0,0
2570,1.97,50,38.11,4743.670209000001,1,0,0
2571,2.39,250,42.65,27204.210160000002,1,0,0
2572,1.09,450,24.85,15411.66638,1,1,0
2573,2.44,63,38.23,6302.25634,1,0,0
2574,1.51,50,14.0,2126.48594,1,0,1
2575,3.57,90,14.78,10072.244929999999,1,1,0
2576,2.52,63,26.51,5561.192029999999,1,0,0
2577,2.52,50,36.05,6011.206629,1,1,0
2578,2.25,125,41.95,12994.8383,1,0,1
2579,3.96,125,33.91,16717.23247,1,0,0
2580,2.09,315,29.59,23100.361930000003,1,0,0
2581,2.18,200,20.85,13350.88041,1,0,0
2582,4.43,90,19.18,13708.4515,1,1,0
2583,1.71,90,22.51,5829.866249000001,1,0,0
2584,3.25,50,38.06,7698.812014,1,0,0
2585,3.79,200,38.11,32352.724110000003,1,0,0
2586,1.83,125,42.63,10129.961290000001,1,0,1
2587,3.46,90,30.0,10123.84442,1,0,1
2588,2.36,125,47.66,16038.4236,1,0,0
2589,1.43,125,38.04,8508.018647,1,0,1
2590,2.29,90,19.13,8171.643556,1,1,0
2591,2.54,50,25.19,4574.398776,1,1,0
2592,3.42,63,27.18,8875.023134000001,1,0,0
2593,4.59,125,35.24,25547.43466,1,1,0
2594,3.79,315,22.51,42030.92123,1,0,1
2595,2.62,63,16.16,4920.104587,1,0,0
2596,2.06,125,22.34,9722.397524,1,0,0
2597,2.33,200,34.48,20710.87297,1,0,0
2598,2.7,200,29.45,19627.26941,1,0,0
2599,2.41,450,18.29,35403.24537,1,0,0
2600,2.2,125,36.45,12068.52144,1,0,0
2601,3.37,63,17.17,6323.848256,1,0,1
2602,2.05,200,32.49,15538.61025,1,1,0
2603,4.23,200,20.86,33562.1858,1,0,1
2604,2.86,90,29.53,9305.860819,1,0,0
2605,1.8,250,21.84,15193.8711,1,1,0
2606,3.16,250,28.63,26391.78249,1,1,0
2607,3.94,90,42.38,13606.51813,1,0,1
2608,1.33,90,22.06,3937.2453659999996,1,1,0
2609,1.26,315,42.55,19651.67105,1,0,1
2610,3.71,125,30.68,15258.94285,1,0,0
2611,2.52,63,33.76,4981.196646,1,1,0
2612,3.86,315,22.92,40613.20253,1,1,0
2613,4.14,90,16.12,12906.60794,1,0,1
2614,1.67,90,26.6,6732.973379000001,1,0,0
2615,1.72,63,27.49,3863.345786,1,0,1
2616,1.52,90,21.62,4855.765452000001,1,0,0
2617,1.49,250,24.29,12436.991390000001,1,1,0
2618,3.77,50,21.36,7338.490901,1,1,0
2619,1.75,63,21.27,3691.5578119999996,1,0,1
2620,2.93,315,16.71,26157.44424,1,1,0
2621,2.26,125,35.27,11730.08294,1,0,1
2622,1.89,90,14.62,5257.156385,1,0,1
2623,2.22,90,20.54,7539.119154000001,1,0,0
2624,2.94,125,32.62,16065.115719999998,1,1,0
2625,1.31,90,19.99,3758.6840810000003,1,0,1
2626,2.18,50,17.24,2730.833505,1,0,0
2627,2.43,90,22.42,7055.967904000001,1,0,0
2628,2.22,90,43.05,8620.926999,1,0,1
2629,1.66,200,14.54,9469.175073999999,1,0,0
2630,3.95,250,12.35,27756.05481,1,0,1
2631,2.25,125,31.18,12041.53115,1,1,0
2632,2.19,63,21.34,4628.027368999999,1,1,0
2633,1.76,90,30.57,6531.49219,1,1,0
2634,2.45,63,16.29,4122.2856679999995,1,0,0
2635,2.42,90,14.41,4896.787003,1,0,0
2636,2.93,315,18.55,34178.164469999996,1,0,0
2637,3.02,90,22.31,9067.846343000001,1,0,0
2638,1.98,200,21.87,12725.462959999999,1,0,0
2639,3.99,63,20.39,9552.233711,1,1,0
2640,1.47,90,17.75,3692.779539,1,0,0
2641,2.92,250,23.73,25911.893630000002,1,0,0
2642,2.48,200,34.18,19338.104219999997,1,0,0
2643,2.46,63,43.67,6506.769604,1,1,0
2644,2.86,63,13.73,5375.767567,1,0,0
2645,2.45,450,17.29,29834.222489999996,1,0,0
2646,3.52,90,22.82,10214.415359999999,1,0,1
2647,2.03,90,14.53,5525.967214,1,0,0
2648,1.49,90,28.98,4800.291466,1,1,0
2649,1.15,315,14.68,11996.72245,1,1,0
2650,3.99,90,11.74,9600.719309999999,1,1,0
2651,2.09,125,25.21,8788.132544,1,0,0
2652,1.83,200,20.6,13422.94604,1,1,0
2653,2.17,90,27.76,6578.803681,1,0,0
2654,1.92,63,37.07,5509.244463,1,0,0
2655,4.63,90,16.3,10842.55034,1,0,0
2656,2.11,90,19.08,6401.000353,1,0,0
2657,1.66,125,15.92,6445.391431,1,1,0
2658,2.43,90,25.41,7931.673539,1,0,0
2659,3.21,63,20.34,8272.9849,1,0,0
2660,3.9,125,19.28,14458.635180000001,1,0,0
2661,1.89,315,22.15,19280.60891,1,0,0
2662,1.86,50,17.7,3421.4883520000003,1,0,0
2663,2.4,63,20.26,5934.937771,1,0,0
2664,2.37,90,8.2,4967.418662,1,0,1
2665,1.77,125,14.0,6183.208724,1,1,0
2666,1.65,200,14.58,11303.99166,1,0,0
2667,2.16,125,34.83,10303.38193,1,0,0
2668,2.82,125,29.97,13198.26391,1,0,1
2669,2.2,125,17.05,8843.192168000001,1,1,0
2670,1.86,125,17.92,7508.6550689999995,1,0,1
2671,3.59,90,18.56,12143.12773,1,0,0
2672,2.11,90,28.84,8146.087841,1,1,0
2673,2.45,90,16.64,6191.297571,1,0,1
2674,3.22,63,15.76,5207.254008,1,0,0
2675,1.22,63,26.85,2679.874568,1,0,0
2676,1.74,90,15.83,4397.2913960000005,1,0,0
2677,2.83,125,32.16,15903.103319999998,1,0,0
2678,1.81,50,23.93,3221.4579519999998,1,1,0
2679,3.35,50,32.24,6673.159447,1,1,0
2680,1.99,125,23.25,9337.11501,1,1,0
2681,2.86,90,18.55,8409.765524,1,0,1
2682,1.29,50,31.52,2280.073752,1,0,0
2683,2.05,250,36.46,22962.3964,1,0,0
2684,1.68,90,31.04,4979.006515,1,0,0
2685,1.91,125,19.01,7257.229592000001,1,1,0
2686,2.44,63,36.09,5992.658587,1,0,0
2687,2.78,125,31.52,15316.44176,1,0,1
2688,1.35,63,16.76,2840.552101,1,1,0
2689,1.81,125,17.38,6922.204352,1,0,0
2690,4.05,63,34.32,9592.512611,1,0,0
2691,2.62,90,17.43,6978.774558,1,0,1
2692,1.32,125,19.59,4952.201907,1,0,0
2693,1.95,315,33.1,25546.608330000003,1,0,0
2694,1.76,315,17.98,14465.0681,1,0,0
2695,3.2,200,39.32,27307.83468,1,0,1
2696,2.8,315,27.0,34014.639460000006,1,1,0
2697,1.5,63,14.03,2385.738323,1,0,1
2698,2.03,50,31.99,4665.1939090000005,1,0,0
2699,4.25,125,39.82,19009.68233,1,0,1
2700,3.81,63,32.47,8817.051472,1,0,0
2701,3.25,63,20.38,6215.595572,1,1,0
2702,2.51,90,31.58,8066.436128,1,1,0
2703,2.72,63,28.49,5984.331533,1,1,0
2704,1.8,200,14.51,11758.06328,1,0,1
2705,3.56,200,34.79,29617.581869999998,1,1,0
2706,1.25,200,40.72,11978.46953,1,0,0
2707,1.37,315,13.4,12034.337140000001,1,0,1
2708,2.75,200,28.32,18785.48522,1,0,0
2709,1.8,90,23.42,6214.840395,1,0,0
2710,2.12,125,18.75,6977.228359999999,1,1,0
2711,2.31,63,36.51,5344.250299,1,0,0
2712,1.77,90,43.01,6481.861749000001,1,1,0
2713,2.26,200,42.37,21280.46354,1,0,0
2714,2.09,250,39.66,22625.51905,1,0,0
2715,2.46,125,19.08,7843.209665,1,0,0
2716,4.08,125,29.82,17713.9742,1,1,0
2717,4.73,50,22.57,8224.593123,1,0,1
2718,2.56,200,21.52,16649.666119999998,1,1,0
2719,4.52,50,34.11,9819.63659,1,0,1
2720,3.47,50,27.72,6415.500638,1,0,0
2721,2.01,90,28.53,5253.513022,1,1,0
2722,3.13,90,28.45,8948.084324,1,0,0
2723,4.57,90,25.54,14334.037890000001,1,0,0
2724,3.26,200,10.89,15178.496280000001,1,0,0
2725,3.59,50,24.0,5910.331998,1,0,0
2726,2.58,315,19.72,24195.25392,1,0,0
2727,3.28,90,18.62,7694.463640999999,1,0,0
2728,4.06,90,24.23,11789.80325,1,1,0
2729,3.05,90,22.79,8817.610149,1,0,0
2730,3.31,200,18.12,22213.78326,1,0,0
2731,3.13,200,19.48,20128.20309,1,0,0
2732,2.35,200,22.39,19978.90508,1,0,1
2733,4.21,125,15.36,15027.857719999998,1,1,0
2734,1.95,250,21.79,18259.766880000003,1,0,0
2735,4.3,63,37.46,11285.906990000001,1,0,1
2736,3.19,50,27.23,6559.39815,1,0,0
2737,1.86,63,32.25,4711.5562899999995,1,1,0
2738,1.63,125,40.43,10255.492259999999,1,0,0
2739,2.53,250,14.67,16754.769180000003,1,0,0
2740,4.34,90,30.79,16330.98351,1,1,0
2741,1.25,50,35.42,2110.979131,1,1,0
2742,1.16,90,15.09,3198.2988,1,0,1
2743,1.91,63,18.42,3769.827189,1,0,0
2744,2.13,250,13.11,13212.42757,1,0,0
2745,4.45,50,43.83,10504.367040000001,1,0,1
2746,3.54,315,34.07,37670.8138,1,1,0
2747,3.99,125,15.91,13414.91072,1,0,0
2748,2.07,125,39.15,10262.26187,1,0,0
2749,3.74,63,19.17,6742.343287000001,1,0,0
2750,4.15,200,19.0,26895.181139999997,1,0,1
2751,1.79,90,30.22,6919.7345510000005,1,0,0
2752,1.84,125,17.88,6498.184457,1,0,1
2753,2.27,125,19.17,9879.693205,1,0,0
2754,3.14,63,23.61,8274.003920000001,1,0,0
2755,2.12,450,23.58,36978.803510000005,1,0,0
2756,3.69,63,23.86,8822.295752,1,0,0
2757,1.55,90,18.0,4888.822465,1,0,1
2758,4.14,125,19.53,17569.20427,1,0,1
2759,4.17,63,35.12,13262.33721,1,0,0
2760,2.51,90,19.66,6780.383209999999,1,1,0
2761,3.28,125,25.48,14972.943009999999,1,0,1
2762,3.71,250,19.17,30478.47522,1,1,0
2763,2.96,90,32.33,12442.81845,1,1,0
2764,1.8,250,14.09,11819.76258,1,0,0
2765,2.42,63,15.02,4279.915583,1,0,0
2766,2.95,90,20.48,9074.342551,1,0,0
2767,3.43,90,28.2,11656.84314,1,0,1
2768,4.75,200,20.57,30644.4349,1,0,0
2769,1.23,450,13.85,11512.22541,1,1,0
2770,2.49,125,33.6,10572.520690000001,1,0,1
2771,2.55,90,33.27,9617.348276,1,0,0
2772,3.85,90,20.92,14116.06049,1,0,0
2773,2.27,315,27.34,28853.27829,1,0,0
2774,3.4,200,23.29,23937.33859,1,0,0
2775,2.98,50,32.51,6342.761056,1,0,0
2776,3.81,63,20.75,8472.246051,1,1,0
2777,1.71,200,21.84,10905.820609999999,1,0,0
2778,3.38,90,17.48,8739.799879,1,1,0
2779,2.61,63,21.19,4315.8817899999995,1,0,0
2780,2.12,125,19.66,9089.87933,1,0,0
2781,4.01,125,39.23,21761.57546,1,0,1
2782,4.45,63,20.5,10318.07533,1,0,0
2783,1.94,90,46.59,8200.994794,1,1,0
2784,3.9,63,30.89,11323.69815,1,0,1
2785,1.14,90,43.69,3577.157657,1,1,0
2786,2.19,63,34.75,5359.997332,1,1,0
2787,2.45,200,33.77,17624.58781,1,0,0
2788,2.46,200,28.2,20340.895109999998,1,0,0
2789,4.03,50,31.0,7260.543355,1,1,0
2790,2.37,125,30.17,11354.53105,1,1,0
2791,2.43,90,35.16,9042.246007,1,0,0
2792,2.46,315,32.02,29127.26202,1,1,0
2793,2.38,63,33.51,6176.738184000001,1,0,0
2794,1.94,63,43.36,6296.440272,1,1,0
2795,1.25,63,35.38,3283.21935,1,0,0
2796,3.16,200,18.55,18876.57369,1,1,0
2797,1.57,200,11.75,8306.475616,1,0,1
2798,2.29,63,28.43,5317.423933,1,0,0
2799,3.39,90,36.34,10357.37677,1,1,0
2800,4.53,125,23.54,17412.642780000002,1,1,0
2801,2.57,90,34.0,11791.83138,1,0,0
2802,2.62,90,29.23,10851.07295,1,0,0
2803,2.06,315,31.01,23033.52267,1,1,0
2804,4.42,63,17.65,8556.085098,1,0,0
2805,1.37,315,20.91,14560.24199,1,1,0
2806,1.79,125,17.36,5103.460486999999,1,0,0
2807,2.14,125,42.49,10595.52935,1,0,0
2808,2.35,63,17.85,4080.132188,1,1,0
2809,4.43,63,15.07,6124.446533,1,0,1
2810,3.89,90,28.73,10803.460509999999,1,0,1
2811,3.02,125,38.77,18561.466519999998,1,0,0
2812,2.87,63,12.27,5018.572305,1,0,1
2813,2.75,200,14.21,16832.92487,1,0,1
2814,3.1,50,16.98,4630.274013,1,1,0
2815,2.04,50,23.4,3033.448867,1,0,0
2816,4.01,250,35.21,37914.83472,1,0,0
2817,3.79,50,31.49,6945.89437,1,0,0
2818,2.56,200,31.31,17558.05588,1,1,0
2819,1.94,200,28.72,13844.871669999999,1,1,0
2820,2.79,125,41.7,15633.236030000002,1,1,0
2821,3.13,90,12.5,6262.117706,1,0,0
2822,2.05,200,22.07,13668.186940000001,1,0,0
2823,3.65,63,25.83,8018.414793000001,1,1,0
2824,3.3,250,29.07,31191.084239999996,1,1,0
2825,2.56,125,27.5,13435.5288,1,0,0
2826,3.22,125,28.89,16367.82719,1,1,0
2827,2.52,63,41.42,7186.145707,1,1,0
2828,2.33,63,25.56,5570.745268,1,0,0
2829,2.67,90,21.42,8295.195992,1,0,1
2830,2.25,90,35.58,7990.203734000001,1,1,0
2831,2.12,63,33.33,5153.063666,1,1,0
2832,3.3,90,14.74,8909.337062,1,0,0
2833,4.16,125,21.1,17767.1685,1,0,0
2834,1.44,90,18.46,5102.231631000001,1,0,0
2835,3.91,90,31.41,13822.583069999999,1,0,0
2836,1.74,63,32.02,4318.002579999999,1,0,0
2837,3.39,63,17.47,7059.505551,1,0,0
2838,1.94,315,19.75,20900.76021,1,0,0
2839,4.62,90,18.56,12472.205559999999,1,0,0
2840,2.37,250,15.63,19828.063680000003,1,0,0
2841,2.42,63,30.42,5826.977909,1,0,0
2842,2.38,50,25.92,3963.45685,1,0,0
2843,4.21,63,18.75,7340.133999,1,0,1
2844,2.05,125,31.91,8596.319006,1,0,1
2845,2.96,50,12.49,3714.388636,1,0,0
2846,2.68,63,31.39,6923.784366,1,1,0
2847,3.93,90,29.75,14238.566840000001,1,0,1
2848,1.83,63,25.92,4536.580318,1,0,0
2849,2.4,63,14.93,4126.931995,1,0,1
2850,2.41,200,24.86,13453.042930000001,1,1,0
2851,1.93,125,22.1,8728.762843999999,1,0,0
2852,4.26,63,44.26,12048.45544,1,1,0
2853,3.0,90,23.67,7927.749623999999,1,0,0
2854,2.11,200,24.71,14240.257480000002,1,0,0
2855,1.52,200,13.6,8965.20872,1,0,0
2856,1.53,50,11.02,1763.722537,1,0,1
2857,2.9,200,15.41,15039.00885,1,0,1
2858,1.49,90,19.56,3991.022298,1,0,0
2859,1.94,315,39.46,28064.59865,1,0,0
2860,1.74,90,20.42,4697.3007450000005,1,0,0
2861,2.93,63,33.58,8798.056797,1,0,0
2862,1.82,50,26.63,3387.766353,1,0,0
2863,1.66,250,39.6,20836.15814,1,0,1
2864,2.15,90,15.8,6804.051203,1,0,1
2865,2.88,200,11.58,15718.992180000001,1,0,0
2866,1.47,125,18.2,5495.361878,1,0,1
2867,2.87,90,33.53,10093.71282,1,0,0
2868,2.03,315,28.92,25369.645669999998,1,0,0
2869,1.69,63,37.29,4314.314454,1,0,0
2870,2.61,125,19.08,12147.20563,1,1,0
2871,4.08,63,31.12,9202.498097,1,0,1
2872,1.68,200,24.0,13639.78304,1,0,0
2873,2.4,125,19.29,11097.061000000002,1,0,0
2874,2.37,63,22.05,5943.860299,1,0,0
2875,2.29,90,34.89,9293.718783,1,0,0
2876,1.1,63,44.78,3105.449732,1,0,0
2877,1.35,250,10.86,7827.569170000001,1,0,0
2878,1.27,200,28.96,9836.299756,1,0,0
2879,3.53,200,36.14,23896.36899,1,0,0
2880,3.21,63,27.53,8449.677008,1,1,0
2881,2.18,63,31.25,5484.90512,1,1,0
2882,2.1,90,19.44,6088.679467,1,0,1
2883,2.43,125,24.94,12112.50313,1,0,0
2884,2.39,63,28.18,5447.247157,1,1,0
2885,2.56,250,39.98,22052.95477,1,0,1
2886,2.07,200,38.63,19977.557240000002,1,0,1
2887,1.89,50,32.11,3644.071311,1,0,1
2888,2.92,50,17.76,3727.997104,1,0,0
2889,2.48,63,16.01,5123.040377,1,0,1
2890,3.76,125,31.78,17875.1678,1,0,1
2891,2.09,63,36.97,5676.723686,1,1,0
2892,2.47,90,21.23,7130.907055,1,0,0
2893,2.2,63,21.85,5831.049966,1,1,0
2894,3.46,63,33.25,10027.13206,1,0,0
2895,3.1,63,13.11,5619.458383,1,0,0
2896,2.24,315,37.87,32038.96006,1,0,0
2897,2.63,90,28.43,8736.849327,1,0,0
2898,2.73,315,30.49,32899.708139999995,1,0,0
2899,2.56,90,33.47,10677.31492,1,1,0
2900,3.84,90,14.03,8863.848407,1,0,1
2901,2.97,90,17.43,8773.087776,1,0,1
2902,2.24,50,15.71,3288.479346,1,0,0
2903,2.48,63,21.1,5352.335852,1,1,0
2904,2.84,63,10.79,4025.8263460000003,1,0,0
2905,3.38,125,20.3,13848.80429,1,0,0
2906,3.17,125,23.15,13796.24784,1,1,0
2907,2.34,63,27.22,4680.538921,1,0,0
2908,2.02,50,12.93,2878.104554,1,0,0
2909,1.96,63,14.37,2998.756393,1,0,0
2910,1.08,90,36.59,3161.969197,1,1,0
2911,2.18,63,21.84,4611.914015,1,1,0
2912,4.61,90,19.93,14828.61794,1,0,0
2913,4.08,315,10.84,33049.08151,1,0,1
2914,3.31,90,33.07,12463.13333,1,1,0
2915,3.5,63,27.35,7709.653417,1,1,0
2916,2.54,63,13.45,4389.092011,1,0,1
2917,2.48,63,13.98,4109.039039,1,0,1
2918,4.41,50,21.13,7562.583256999999,1,1,0
2919,2.34,50,17.93,3962.002004,1,0,1
2920,1.89,50,22.11,3265.945176,1,0,0
2921,2.28,250,18.1,17547.85929,1,0,0
2922,1.96,63,13.8,3585.5020630000004,1,0,0
2923,3.9,63,24.87,9449.709395,1,1,0
2924,1.06,63,17.81,2011.457688,1,0,0
2925,3.74,90,19.03,10466.825270000001,1,0,0
2926,2.27,63,35.39,5297.511246,1,0,0
2927,3.58,315,25.46,39203.90503,1,0,0
2928,2.41,200,32.86,18093.30846,1,0,1
2929,4.0,125,20.64,17578.72333,1,0,0
2930,2.19,90,16.14,5355.22301,1,0,1
2931,3.19,90,16.06,8324.336395999999,1,1,0
2932,1.94,125,16.57,6818.193431000001,1,0,1
2933,2.36,125,17.3,9147.280484,1,0,1
2934,2.24,63,13.74,4370.742244,1,0,0
2935,3.43,63,15.82,5977.743217,1,0,0
2936,2.71,50,30.98,4810.461432,1,1,0
2937,3.45,125,43.71,22250.41413,1,1,0
2938,2.75,63,35.12,5888.433631,1,0,0
2939,1.88,250,23.32,18068.53917,1,0,1
2940,2.42,50,20.86,3987.2570939999996,1,0,1
2941,1.95,63,14.45,3262.825691,1,0,0
2942,2.48,90,20.97,6988.503812000001,1,0,0
2943,4.71,63,13.51,7900.147031999999,1,1,0
2944,2.49,450,21.43,31986.060789999996,1,0,0
2945,1.97,63,15.75,4239.137622,1,0,1
2946,2.3,63,36.82,6507.058887,1,1,0
2947,1.55,90,21.94,4994.1709359999995,1,1,0
2948,1.73,90,18.36,4741.972677000001,1,0,0
2949,2.84,90,15.64,8670.995332999999,1,0,0
2950,4.02,50,20.94,6993.7239549999995,1,0,1
2951,2.37,63,24.18,5629.6432270000005,1,0,0
2952,2.26,50,38.06,4167.382842,1,0,1
2953,2.13,125,17.13,8235.408262,1,0,0
2954,2.75,90,15.56,7987.553092,1,0,0
2955,2.93,125,21.15,12402.89576,1,0,0
2956,1.76,90,21.38,5944.105129,1,0,1
2957,1.29,90,23.37,4260.681564,1,0,0
2958,1.92,63,15.39,3412.130486,1,0,0
2959,2.33,90,22.31,7157.533119,1,0,0
2960,3.23,90,21.67,9065.389556999999,1,0,0
2961,2.2,250,47.89,26648.11872,1,0,0
2962,4.28,90,14.53,12180.74237,1,1,0
2963,2.87,125,36.87,14616.02599,1,0,0
2964,1.74,63,26.42,3627.892286,1,0,1
2965,2.0,50,21.99,3449.2738560000003,1,0,0
2966,1.99,200,36.42,17113.27737,1,0,1
2967,2.07,50,41.24,4622.447524,1,1,0
2968,2.02,200,34.84,16963.84789,1,0,0
2969,2.14,50,24.01,3984.071657,1,0,1
2970,4.4,63,9.41,6338.601173,1,0,0
2971,3.46,250,9.59,23101.15882,1,0,1
2972,2.38,250,22.99,22299.37668,1,0,1
2973,2.51,50,16.77,4069.41566,1,1,0
2974,4.17,125,31.98,20293.26639,1,0,0
2975,3.12,63,34.33,9047.922484,1,1,0
2976,3.25,90,17.91,9171.802468,1,0,1
2977,3.19,90,23.5,10604.56273,1,1,0
2978,1.72,125,21.12,8604.613456000001,1,0,0
2979,1.77,200,18.49,12779.139790000001,1,1,0
2980,3.82,63,16.33,7018.3877760000005,1,0,0
2981,2.46,125,12.08,7967.574286,1,0,0
2982,1.62,90,36.68,6235.4169170000005,1,1,0
2983,3.77,90,16.71,10083.881879999999,1,0,1
2984,2.44,200,23.73,17650.64916,1,0,0
2985,2.38,63,21.24,5784.1032700000005,1,0,0
2986,1.57,315,12.72,15302.79846,1,0,0
2987,2.92,125,20.88,13383.35916,1,0,1
2988,4.4,250,11.29,27936.23552,1,0,0
2989,2.89,63,19.01,5751.530148,1,0,0
2990,2.0,90,22.7,6019.23838,1,1,0
2991,1.05,90,28.67,3333.082347,1,0,0
2992,1.96,315,25.62,20826.70319,1,0,0
2993,2.02,63,28.03,4820.668603,1,0,0
2994,2.98,250,12.05,17851.29121,1,0,1
2995,1.95,450,35.3,34682.34245,1,0,0
2996,2.51,63,35.61,6151.3940649999995,1,1,0
2997,2.38,125,19.64,8873.903372,1,1,0
2998,3.16,90,17.49,7024.388488,1,0,1
